VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE,,,,,,,,
97976,2840,"GALLIUM, DISSOLVED - GA","GALLIUM, DISSOUS - GA",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97977,2842,LANTHANUM DISSOLVED,LANTHANE DISSOUS,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97978,574,LITHIUM DISSOLVED,LITHIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97979,588,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97980,593,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97981,3328,"NIOBIUM, DISSOLVED","NIOBIUM, DISSOUS",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97982,607,NICKEL DISSOLVED,NICKEL DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97983,678,LEAD DISSOLVED,PLOMB DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97984,3329,PLATINUM DISSOLVED,PLATINE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97985,2632,RUBIDIUM DISSOLVED,RUBIDIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97986,763,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97987,779,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97988,810,TIN DISSOLVED,ÉTAIN DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97989,819,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97991,859,THALLIUM DISSOLVED,THALLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97992,2729,URANIUM DISSOLVED,URANIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97993,876,VANADIUM DISSOLVED,VANADIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97994,2700,TUNGSTEN DISSOLVED,TUNGSTÈNE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97996,887,ZINC DISSOLVED,ZINC DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1920,"METALS IN WATER , DISSOLVED,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN-BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97997,350,SILVER TOTAL,ARGENT TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1919,"METALS IN WATER, TOTAL,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97998,373,ALUMINUM TOTAL,ALUMINIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1919,"METALS IN WATER, TOTAL,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
97999,379,ARSENIC TOTAL,ARSENIC TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,1919,"METALS IN WATER, TOTAL,  ""IN-BOTTLE"" DIGESTION, ICP-SFMS:","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"" PAR ICP-SFMS",,,,,,,,
100088,517,IRON EXTRACTABLE,FER EXTRACTIBLE,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2628,"METALS, EXTRACTABLE BY ICAP",MÉTAUX EXTRACTIBLES PAR ICAP,,,,,,,,
100098,406,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2628,"METALS, EXTRACTABLE BY ICAP",MÉTAUX EXTRACTIBLES PAR ICAP,,,,,,,,
100099,583,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2628,"METALS, EXTRACTABLE BY ICAP",MÉTAUX EXTRACTIBLES PAR ICAP,,,,,,,,
100100,2630,SODIUM EXTRACTABLE/UNFILTERED,SODIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2628,"METALS, EXTRACTABLE BY ICAP",MÉTAUX EXTRACTIBLES PAR ICAP,,,,,,,,
100101,2631,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM EXTRACTIBLE/NON FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2628,"METALS, EXTRACTABLE BY ICAP",MÉTAUX EXTRACTIBLES PAR ICAP,,,,,,,,
100154,373,ALUMINUM TOTAL,ALUMINIUM TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100155,388,BARIUM TOTAL,BARYUM TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100156,393,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100157,412,CADMIUM TOTAL,CADMIUM TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100158,456,COBALT TOTAL,COBALT TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100159,463,CHROMIUM TOTAL,CHROME TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100160,470,COPPER TOTAL,CUIVRE TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100161,519,IRON TOTAL,FER TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100162,576,LITHIUM TOTAL,LITHIUM TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100163,591,MANGANESE TOTAL,MANGANÈSE TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100164,595,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100165,610,NICKEL TOTAL,NICKEL TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100166,683,LEAD TOTAL,PLOMB TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100167,823,STRONTIUM TOTAL,STRONTIUM TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100168,878,VANADIUM TOTAL,VANADIUM TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100169,890,ZINC TOTAL,ZINC TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100170,401,BORON TOTAL,BORE TOTAL,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2631,TOTAL METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX TOTAUX PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100175,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100176,386,BARIUM DISSOLVED,BARYUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100177,391,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100178,409,CADMIUM DISSOLVED,CADMIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100179,453,COBALT DISSOLVED,COBALT DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100180,460,CHROMIUM DISSOLVED,CHROME DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100181,467,COPPER DISSOLVED,CUIVRE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100182,516,IRON DISSOLVED,FER DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100183,574,LITHIUM DISSOLVED,LITHIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100184,588,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100185,593,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100186,607,NICKEL DISSOLVED,NICKEL DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100187,678,LEAD DISSOLVED,PLOMB DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100188,819,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100189,876,VANADIUM DISSOLVED,VANADIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100190,887,ZINC DISSOLVED,ZINC DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100191,404,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100192,581,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100193,600,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100194,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2632,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
100195,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MÉTAUX,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,2633,DISSOLVED METALS BY INDUCTIVELY COUPLED ARGON PLASMA (ICAP) EMISSION SPECTROMETRY.,MÉTAUX DISSOUS PAR SPECTROMÉTRIE D'ÉMISSION AVEC PLASMA INDUIT PAR HAUTE FRÉQUENCE (ICAP),,,,,,,,
