SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
AL11AA0002,26/02/2015 11:30,,8,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
AL11AA0002,26/02/2015 11:30,,9,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL11AA0002,26/02/2015 11:30,,0.247,,,107964,UG/L,RUBIDIUM DISSOLVED,RUBIDIUM DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.599,,,107928,UG/L,RUBIDIUM TOTAL,RUBIDIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,,0.69,,,107966,UG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.7,,,107930,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,L,0.001,0.001,,107940,UG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.002,,,107904,UG/L,SILVER TOTAL,ARGENT TOTAL,P
AL11AA0002,26/02/2015 11:30,,30.6,,,109112,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
AL11AA0002,26/02/2015 11:30,,635,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL11AA0002,26/02/2015 11:30,,460,,,107968,UG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL11AA0002,26/02/2015 11:30,,462,,,107932,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,,69.5,,,108312,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.002,,,107970,UG/L,THALLIUM DISSOLVED,THALLIUM DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.006,,,107934,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,L,0.005,0.005,,107967,UG/L,TIN DISSOLVED,ÉTAIN DISSOUS,P
AL11AA0002,26/02/2015 11:30,L,0.005,0.005,,107931,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
AL11AA0002,26/02/2015 11:30,,0.002,,,107973,UG/L,TUNGSTEN DISSOLVED,TUNGSTÈNE DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.002,,,107937,UG/L,TUNGSTEN TOTAL,TUNGSTÈNE TOTAL,P
AL11AA0002,26/02/2015 11:30,,12,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL11AA0002,26/02/2015 11:30,,2.14,,,107971,UG/L,URANIUM DISSOLVED,URANIUM DISSOUS,P
AL11AA0002,26/02/2015 11:30,,2.16,,,107935,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,,0.473,,,107972,UG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL11AA0002,26/02/2015 11:30,,0.787,,,107936,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,,0.186,,,107938,UG/L,YTTRIUM TOTAL,YTTRIUM TOTAL,P
AL11AA0002,26/02/2015 11:30,,0.2,,,107975,UG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL11AA0002,26/02/2015 11:30,,1.2,,,107939,UG/L,ZINC TOTAL,ZINC TOTAL,P
AL11AA0002,25/03/2015 11:15,,242,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL11AA0002,25/03/2015 11:15,,27.5,,,107941,UG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,287,,,107905,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.01,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.097,,,107965,UG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.09,,,107929,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.93,,,107942,UG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL11AA0002,25/03/2015 11:15,,1.22,,,107906,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
AL11AA0002,25/03/2015 11:15,,208,,,107944,UG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,228,,,107908,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.002,,,107945,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.024,,,107909,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,L,0.001,0.001,,107946,UG/L,BISMUTH DISSOLVED,BISMUTH DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.006,,,107910,UG/L,BISMUTH TOTAL,BISMUTH TOTAL,P
AL11AA0002,25/03/2015 11:15,,18.9,,,107943,UG/L,BORON DISSOLVED,BORE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,20.9,,,107907,UG/L,BORON TOTAL,BORE TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.005,,,107947,UG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.019,,,107911,UG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,52.7,,,109109,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL11AA0002,25/03/2015 11:15,,5.28,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.553,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL11AA0002,25/03/2015 11:15,,0.077,,,107948,UG/L,CERIUM DISSOLVED,CÉRIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,1.05,,,107912,UG/L,CERIUM TOTAL,CÉRIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.002,,,107951,UG/L,CESIUM DISSOLVED,CÉSIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.065,,,107915,UG/L,CESIUM TOTAL,CÉSIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,2.55,,,108311,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.07,,,107950,UG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.34,,,107914,UG/L,CHROMIUM TOTAL,CHROME TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.104,,,107949,UG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.33,,,107913,UG/L,COBALT TOTAL,COBALT TOTAL,P
AL11AA0002,25/03/2015 11:15,,551,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL11AA0002,25/03/2015 11:15,,0.72,,,107952,UG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,1.35,,,107916,UG/L,COPPER TOTAL,CUIVRE TOTAL,P
AL11AA0002,25/03/2015 11:15,L,0.01,0.01,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.13,,,108310,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.009,,,107954,UG/L,"GALLIUM, DISSOLVED - GA","GALLIUM, DISSOUS - GA",P
AL11AA0002,25/03/2015 11:15,,0.105,,,107918,UG/L,"GALLIUM, TOTAL","GALLIUM, TOTAL",P
AL11AA0002,25/03/2015 11:15,,43.4,,,107953,UG/L,IRON DISSOLVED,FER DISSOUS,P
AL11AA0002,25/03/2015 11:15,,487,,,107917,UG/L,IRON TOTAL,FER TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.038,,,107955,UG/L,LANTHANUM DISSOLVED,LANTHANE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.465,,,107919,UG/L,LANTHANUM TOTAL,LANTHANE TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.046,,,107961,UG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.447,,,107925,UG/L,LEAD TOTAL,PLOMB TOTAL,P
AL11AA0002,25/03/2015 11:15,,14.7,,,107956,UG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,15.5,,,107920,UG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,24.2,,,109111,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL11AA0002,25/03/2015 11:15,,7.96,,,107957,UG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,32,,,107921,UG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
AL11AA0002,25/03/2015 11:15,,1.07,,,107958,UG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,1.03,,,107922,UG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.55,,,107960,UG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL11AA0002,25/03/2015 11:15,,1.18,,,107924,UG/L,NICKEL TOTAL,NICKEL TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.014,,,107923,UG/L,NIOBIUM TOTAL,NIOBIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,L,0.001,0.001,,107959,UG/L,"NIOBIUM, DISSOLVED","NIOBIUM, DISSOUS",P
AL11AA0002,25/03/2015 11:15,,0.102,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL11AA0002,25/03/2015 11:15,,0.248,,,108767,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL11AA0002,25/03/2015 11:15,,8.47,,,10301,PH,PH,PH,P
AL11AA0002,25/03/2015 11:15,,8.87,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL11AA0002,25/03/2015 11:15,,0.0323,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.008,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL11AA0002,25/03/2015 11:15,L,0.001,0.001,,107963,UG/L,PLATINUM DISSOLVED,PLATINE DISSOUS,P
AL11AA0002,25/03/2015 11:15,L,0.001,0.001,,107927,UG/L,PLATINUM TOTAL,PLATINE TOTAL,P
AL11AA0002,25/03/2015 11:15,,1.63,,,109110,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
AL11AA0002,25/03/2015 11:15,,24,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
AL11AA0002,25/03/2015 11:15,,27,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL11AA0002,25/03/2015 11:15,,0.287,,,107964,UG/L,RUBIDIUM DISSOLVED,RUBIDIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.894,,,107928,UG/L,RUBIDIUM TOTAL,RUBIDIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.32,,,107966,UG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.31,,,107930,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,L,0.001,0.001,,107940,UG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.003,,,107904,UG/L,SILVER TOTAL,ARGENT TOTAL,P
AL11AA0002,25/03/2015 11:15,,34.3,,,109112,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
AL11AA0002,25/03/2015 11:15,,547,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL11AA0002,25/03/2015 11:15,,420,,,107968,UG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,450,,,107932,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,58.1,,,108312,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.002,,,107970,UG/L,THALLIUM DISSOLVED,THALLIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.008,,,107934,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,L,0.005,0.005,,107967,UG/L,TIN DISSOLVED,ÉTAIN DISSOUS,P
AL11AA0002,25/03/2015 11:15,L,0.005,0.005,,107931,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.002,,,107973,UG/L,TUNGSTEN DISSOLVED,TUNGSTÈNE DISSOUS,P
AL11AA0002,25/03/2015 11:15,,0.002,,,107937,UG/L,TUNGSTEN TOTAL,TUNGSTÈNE TOTAL,P
AL11AA0002,25/03/2015 11:15,,22,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL11AA0002,25/03/2015 11:15,,2.13,,,107971,UG/L,URANIUM DISSOLVED,URANIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,2.22,,,107935,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.545,,,107972,UG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL11AA0002,25/03/2015 11:15,,1.12,,,107936,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.398,,,107938,UG/L,YTTRIUM TOTAL,YTTRIUM TOTAL,P
AL11AA0002,25/03/2015 11:15,,0.3,,,107975,UG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL11AA0002,25/03/2015 11:15,,2.2,,,107939,UG/L,ZINC TOTAL,ZINC TOTAL,P
AL11AA0002,30/04/2015 15:20,,240,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL11AA0002,30/04/2015 15:20,,9.9,,,107941,UG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,88.9,,,107905,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.011,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.099,,,107965,UG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.093,,,107929,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
AL11AA0002,30/04/2015 15:20,,1.19,,,107942,UG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL11AA0002,30/04/2015 15:20,,1.2,,,107906,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
AL11AA0002,30/04/2015 15:20,,213,,,107944,UG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,218,,,107908,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.001,,,107945,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.007,,,107909,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,L,0.001,0.001,,107946,UG/L,BISMUTH DISSOLVED,BISMUTH DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.002,,,107910,UG/L,BISMUTH TOTAL,BISMUTH TOTAL,P
AL11AA0002,30/04/2015 15:20,,23,,,107943,UG/L,BORON DISSOLVED,BORE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,21.6,,,107907,UG/L,BORON TOTAL,BORE TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.011,,,107947,UG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.013,,,107911,UG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,49.6,,,109109,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL11AA0002,30/04/2015 15:20,,3.73,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.393,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL11AA0002,30/04/2015 15:20,,0.046,,,107948,UG/L,CERIUM DISSOLVED,CÉRIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.285,,,107912,UG/L,CERIUM TOTAL,CÉRIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.002,,,107951,UG/L,CESIUM DISSOLVED,CÉSIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.016,,,107915,UG/L,CESIUM TOTAL,CÉSIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,2.44,,,108311,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.04,,,107950,UG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.11,,,107914,UG/L,CHROMIUM TOTAL,CHROME TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.066,,,107949,UG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.113,,,107913,UG/L,COBALT TOTAL,COBALT TOTAL,P
AL11AA0002,30/04/2015 15:20,,517,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL11AA0002,30/04/2015 15:20,,0.89,,,107952,UG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,1.04,,,107916,UG/L,COPPER TOTAL,CUIVRE TOTAL,P
AL11AA0002,30/04/2015 15:20,L,0.01,0.01,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.12,,,108310,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.004,,,107954,UG/L,"GALLIUM, DISSOLVED - GA","GALLIUM, DISSOUS - GA",P
AL11AA0002,30/04/2015 15:20,,0.027,,,107918,UG/L,"GALLIUM, TOTAL","GALLIUM, TOTAL",P
AL11AA0002,30/04/2015 15:20,,13,,,107953,UG/L,IRON DISSOLVED,FER DISSOUS,P
AL11AA0002,30/04/2015 15:20,,123,,,107917,UG/L,IRON TOTAL,FER TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.02,,,107955,UG/L,LANTHANUM DISSOLVED,LANTHANE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.129,,,107919,UG/L,LANTHANUM TOTAL,LANTHANE TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.024,,,107961,UG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.144,,,107925,UG/L,LEAD TOTAL,PLOMB TOTAL,P
AL11AA0002,30/04/2015 15:20,,14.2,,,107956,UG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,14.4,,,107920,UG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,25,,,109111,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL11AA0002,30/04/2015 15:20,,4.01,,,107957,UG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,11.6,,,107921,UG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.842,,,107958,UG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.849,,,107922,UG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.55,,,107960,UG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.67,,,107924,UG/L,NICKEL TOTAL,NICKEL TOTAL,P
AL11AA0002,30/04/2015 15:20,L,0.001,0.001,,107923,UG/L,NIOBIUM TOTAL,NIOBIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,L,0.001,0.001,,107959,UG/L,"NIOBIUM, DISSOLVED","NIOBIUM, DISSOUS",P
AL11AA0002,30/04/2015 15:20,,0.037,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL11AA0002,30/04/2015 15:20,,0.218,,,108767,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL11AA0002,30/04/2015 15:20,,8.48,,,10301,PH,PH,PH,P
AL11AA0002,30/04/2015 15:20,,8.62,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL11AA0002,30/04/2015 15:20,,0.0118,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.003,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL11AA0002,30/04/2015 15:20,L,0.001,0.001,,107963,UG/L,PLATINUM DISSOLVED,PLATINE DISSOUS,P
AL11AA0002,30/04/2015 15:20,L,0.001,0.001,,107927,UG/L,PLATINUM TOTAL,PLATINE TOTAL,P
AL11AA0002,30/04/2015 15:20,,1.38,,,109110,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
AL11AA0002,30/04/2015 15:20,,5,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
AL11AA0002,30/04/2015 15:20,,6,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL11AA0002,30/04/2015 15:20,,0.287,,,107964,UG/L,RUBIDIUM DISSOLVED,RUBIDIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.48,,,107928,UG/L,RUBIDIUM TOTAL,RUBIDIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.43,,,107966,UG/L,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.41,,,107930,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,L,0.001,0.001,,107940,UG/L,SILVER DISSOLVED,ARGENT DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.001,,,107904,UG/L,SILVER TOTAL,ARGENT TOTAL,P
AL11AA0002,30/04/2015 15:20,,32.7,,,109112,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
AL11AA0002,30/04/2015 15:20,,508,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL11AA0002,30/04/2015 15:20,,413,,,107968,UG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,415,,,107932,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,54.1,,,108312,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.003,,,107970,UG/L,THALLIUM DISSOLVED,THALLIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.004,,,107934,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,L,0.005,0.005,,107967,UG/L,TIN DISSOLVED,ÉTAIN DISSOUS,P
AL11AA0002,30/04/2015 15:20,L,0.005,0.005,,107931,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.002,,,107973,UG/L,TUNGSTEN DISSOLVED,TUNGSTÈNE DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.002,,,107937,UG/L,TUNGSTEN TOTAL,TUNGSTÈNE TOTAL,P
AL11AA0002,30/04/2015 15:20,,5.87,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL11AA0002,30/04/2015 15:20,,7,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL11AA0002,30/04/2015 15:20,,1.35,,,107971,UG/L,URANIUM DISSOLVED,URANIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,1.33,,,107935,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.543,,,107972,UG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.685,,,107936,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.108,,,107938,UG/L,YTTRIUM TOTAL,YTTRIUM TOTAL,P
AL11AA0002,30/04/2015 15:20,,0.3,,,107975,UG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL11AA0002,30/04/2015 15:20,,0.7,,,107939,UG/L,ZINC TOTAL,ZINC TOTAL,P
AL11AA0002,28/05/2015 14:00,,236,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL11AA0002,28/05/2015 14:00,,16.6,,,107941,UG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL11AA0002,28/05/2015 14:00,,130,,,107905,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL11AA0002,28/05/2015 14:00,,0.02,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL11AA0002,28/05/2015 14:00,,0.108,,,107965,UG/L,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,P
AL11AA0002,28/05/2015 14:00,,0.108,,,107929,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
AL11AA0002,28/05/2015 14:00,,1.67,,,107942,UG/L,ARSENIC DISSOLVED,ARSENIC DISSOUS,P
AL11AA0002,28/05/2015 14:00,,1.84,,,107906,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
AL11AA0002,28/05/2015 14:00,,205,,,107944,UG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL11AA0002,28/05/2015 14:00,,219,,,107908,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
