SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
MA05KH0001,12/01/2000 10:30,,0.072,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.16,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.004,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.361,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
MA05KH0001,12/01/2000 10:30,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
MA05KH0001,12/01/2000 10:30,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
MA05KH0001,12/01/2000 10:30,,0.008,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.0106,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
MA05KH0001,12/01/2000 10:30,,16.9,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05KH0001,12/01/2000 10:30,,0.002,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.0171,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
MA05KH0001,12/01/2000 10:30,,0.001,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.0011,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
MA05KH0001,12/01/2000 10:30,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.0013,,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
MA05KH0001,12/01/2000 10:30,,0.041,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05KH0001,12/01/2000 10:30,,0.291,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05KH0001,12/01/2000 10:30,,8.01,,,10301,PH,PH,PH,P
MA05KH0001,12/01/2000 10:30,,8.64,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05KH0001,12/01/2000 10:30,,0.018,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05KH0001,12/01/2000 10:30,,0.007,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05KH0001,12/01/2000 10:30,,2.19,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
MA05KH0001,12/01/2000 10:30,,12.8,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
MA05KH0001,12/01/2000 10:30,,15,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05KH0001,12/01/2000 10:30,,0.0002,,,100251,MG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
MA05KH0001,12/01/2000 10:30,<,0.0001,0.0001,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
MA05KH0001,12/01/2000 10:30,,16.4,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
MA05KH0001,12/01/2000 10:30,,448,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05KH0001,12/01/2000 10:30,,0.314,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.337,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
MA05KH0001,12/01/2000 10:30,,54,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05KH0001,12/01/2000 10:30,,11.4,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05KH0001,12/01/2000 10:30,,9,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05KH0001,12/01/2000 10:30,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.0008,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
MA05KH0001,12/01/2000 10:30,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
MA05KH0001,12/01/2000 10:30,,0.0012,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
MA05KH0001,16/02/2000 11:15,,163,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05KH0001,16/02/2000 11:15,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,2.38,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.052,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0004,,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.094,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.136,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
MA05KH0001,16/02/2000 11:15,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.19,,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.023,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
MA05KH0001,16/02/2000 11:15,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0006,,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,,53.4,,,100431,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05KH0001,16/02/2000 11:15,,4.12,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05KH0001,16/02/2000 11:15,,2.22,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05KH0001,16/02/2000 11:15,,8.32,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05KH0001,16/02/2000 11:15,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0042,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
MA05KH0001,16/02/2000 11:15,<,0.001,0.001,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.002,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
MA05KH0001,16/02/2000 11:15,,5,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05KH0001,16/02/2000 11:15,,433,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05KH0001,16/02/2000 11:15,,0.001,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0055,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.238,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.17,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.01,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
MA05KH0001,16/02/2000 11:15,,4.03,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
MA05KH0001,16/02/2000 11:15,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0038,,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.011,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0169,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,,19.9,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05KH0001,16/02/2000 11:15,,0.003,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.135,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.001,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0013,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
MA05KH0001,16/02/2000 11:15,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0058,,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.227,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05KH0001,16/02/2000 11:15,,0.506,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05KH0001,16/02/2000 11:15,,7.58,,,10301,PH,PH,PH,P
MA05KH0001,16/02/2000 11:15,,8,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05KH0001,16/02/2000 11:15,,0.02,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.007,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05KH0001,16/02/2000 11:15,,2.56,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
MA05KH0001,16/02/2000 11:15,,86.6,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
MA05KH0001,16/02/2000 11:15,,94.6,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05KH0001,16/02/2000 11:15,,0.0003,,,100251,MG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,,0.0001,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
MA05KH0001,16/02/2000 11:15,,23.4,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
MA05KH0001,16/02/2000 11:15,,505,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05KH0001,16/02/2000 11:15,,0.359,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.382,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,,73,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05KH0001,16/02/2000 11:15,,41,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05KH0001,16/02/2000 11:15,,12,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05KH0001,16/02/2000 11:15,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0063,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
MA05KH0001,16/02/2000 11:15,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
MA05KH0001,16/02/2000 11:15,,0.0145,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
MA05KH0001,15/03/2000 10:15,,165,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05KH0001,15/03/2000 10:15,,0.03,,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.248,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.06,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0003,,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.077,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0898,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
MA05KH0001,15/03/2000 10:15,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.026,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
MA05KH0001,15/03/2000 10:15,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0001,,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,,49.6,,,100431,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05KH0001,15/03/2000 10:15,,4.42,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.527,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05KH0001,15/03/2000 10:15,,8.07,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05KH0001,15/03/2000 10:15,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0014,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.002,,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0003,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
MA05KH0001,15/03/2000 10:15,,5,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05KH0001,15/03/2000 10:15,,433,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05KH0001,15/03/2000 10:15,,0.005,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0016,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.244,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.17,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.014,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.377,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
MA05KH0001,15/03/2000 10:15,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0204,,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.013,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0125,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,,17.7,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
MA05KH0001,15/03/2000 10:15,,0.004,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0196,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.003,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0012,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
MA05KH0001,15/03/2000 10:15,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0017,,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.056,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
MA05KH0001,15/03/2000 10:15,,0.543,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
MA05KH0001,15/03/2000 10:15,,7.96,,,10301,PH,PH,PH,P
MA05KH0001,15/03/2000 10:15,,8.3,,,109026,PH,PH (FIELD),PH (TERRAIN),P
MA05KH0001,15/03/2000 10:15,,0.019,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.008,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
MA05KH0001,15/03/2000 10:15,,2.49,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
MA05KH0001,15/03/2000 10:15,,9.6,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
MA05KH0001,15/03/2000 10:15,,11.6,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
MA05KH0001,15/03/2000 10:15,,0.0003,,,100251,MG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,,0.0001,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
MA05KH0001,15/03/2000 10:15,,20.4,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
MA05KH0001,15/03/2000 10:15,,458,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
MA05KH0001,15/03/2000 10:15,,0.301,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.328,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,,65,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
MA05KH0001,15/03/2000 10:15,,9.3,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
MA05KH0001,15/03/2000 10:15,,10,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
MA05KH0001,15/03/2000 10:15,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0009,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
MA05KH0001,15/03/2000 10:15,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
MA05KH0001,15/03/2000 10:15,,0.0021,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
MA05KH0001,17/05/2000 11:15,,140,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
MA05KH0001,17/05/2000 11:15,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.796,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
MA05KH0001,17/05/2000 11:15,,0.011,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0004,,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
MA05KH0001,17/05/2000 11:15,,0.067,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0859,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
MA05KH0001,17/05/2000 11:15,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
MA05KH0001,17/05/2000 11:15,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
MA05KH0001,17/05/2000 11:15,,0.038,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
MA05KH0001,17/05/2000 11:15,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0002,,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
MA05KH0001,17/05/2000 11:15,,41.1,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
MA05KH0001,17/05/2000 11:15,,4,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
MA05KH0001,17/05/2000 11:15,,1.36,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
MA05KH0001,17/05/2000 11:15,,7.69,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
MA05KH0001,17/05/2000 11:15,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0009,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
MA05KH0001,17/05/2000 11:15,<,0.001,0.001,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0005,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
MA05KH0001,17/05/2000 11:15,,8,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
MA05KH0001,17/05/2000 11:15,,308,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
MA05KH0001,17/05/2000 11:15,,0.002,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0021,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
MA05KH0001,17/05/2000 11:15,,0.103,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.14,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.009,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
MA05KH0001,17/05/2000 11:15,,1.02,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
MA05KH0001,17/05/2000 11:15,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
MA05KH0001,17/05/2000 11:15,,0.0006,,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
