SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
AL06AD0001,20/01/2000 11:50,,7.4,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL06AD0001,20/01/2000 11:50,,0.454,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL06AD0001,20/01/2000 11:50,,0.218,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL06AD0001,20/01/2000 11:50,,80.4,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
AL06AD0001,20/01/2000 11:50,,96.4,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL06AD0001,20/01/2000 11:50,,0.0007,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
AL06AD0001,20/01/2000 11:50,,0.334,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL06AD0001,20/01/2000 11:50,,0.361,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL06AD0001,20/01/2000 11:50,,86,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL06AD0001,20/01/2000 11:50,,24,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL06AD0001,20/01/2000 11:50,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL06AD0001,20/01/2000 11:50,,0.0007,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL06AD0001,20/01/2000 11:50,,0.002,,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL06AD0001,20/01/2000 11:50,,0.0064,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
AL06AD0001,09/02/2000 13:35,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.023,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL06AD0001,09/02/2000 13:35,,1.46,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.163,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.191,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
AL06AD0001,09/02/2000 13:35,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.052,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.004,,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.001,,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
AL06AD0001,09/02/2000 13:35,,12.4,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL06AD0001,09/02/2000 13:35,,1.14,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL06AD0001,09/02/2000 13:35,,0.001,,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0013,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.005,,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0013,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
AL06AD0001,09/02/2000 13:35,,15,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
AL06AD0001,09/02/2000 13:35,,901,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL06AD0001,09/02/2000 13:35,<,0.001,0.001,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0005,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
AL06AD0001,09/02/2000 13:35,<,0.01,0.01,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL06AD0001,09/02/2000 13:35,,6.37,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL06AD0001,09/02/2000 13:35,,6.57,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.003,,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0004,,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.016,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0398,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
AL06AD0001,09/02/2000 13:35,,3.28,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL06AD0001,09/02/2000 13:35,,3.13,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
AL06AD0001,09/02/2000 13:35,<,0.001,0.001,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0017,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
AL06AD0001,09/02/2000 13:35,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0003,,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.189,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL06AD0001,09/02/2000 13:35,,1.67,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL06AD0001,09/02/2000 13:35,,7.84,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL06AD0001,09/02/2000 13:35,,0.273,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.184,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL06AD0001,09/02/2000 13:35,,14.8,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
AL06AD0001,09/02/2000 13:35,,21.2,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL06AD0001,09/02/2000 13:35,,0.0007,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.328,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.362,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL06AD0001,09/02/2000 13:35,,65,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL06AD0001,09/02/2000 13:35,,4.7,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL06AD0001,09/02/2000 13:35,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL06AD0001,09/02/2000 13:35,<,0.0001,0.0001,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL06AD0001,09/02/2000 13:35,,0.004,,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL06AD0001,09/02/2000 13:35,,0.0021,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
AL06AD0001,08/03/2000 15:55,,409,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL06AD0001,08/03/2000 15:55,,0.026,,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.017,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL06AD0001,08/03/2000 15:55,,1.28,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.127,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.132,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
AL06AD0001,08/03/2000 15:55,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.081,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.0001,0.0001,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
AL06AD0001,08/03/2000 15:55,,84.9,,,100431,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL06AD0001,08/03/2000 15:55,,11.1,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.252,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL06AD0001,08/03/2000 15:55,,12.1,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.0006,,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.003,,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.001,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
AL06AD0001,08/03/2000 15:55,,7.5,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
AL06AD0001,08/03/2000 15:55,,862,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL06AD0001,08/03/2000 15:55,,0.004,,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.0005,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.036,,,7110,MG/L,DISSOLVED NITRITE/NITRATE,NITRITES/NITRATES DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.22,,,9117,MG/L,FLUORIDE DISSOLVED,FLUORURE DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.18,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.512,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
AL06AD0001,08/03/2000 15:55,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.0002,0.0002,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.03,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.0413,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
AL06AD0001,08/03/2000 15:55,,32.4,,,100432,MG/L,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,P
AL06AD0001,08/03/2000 15:55,,2.57,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL06AD0001,08/03/2000 15:55,,2.51,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.003,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.0009,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
AL06AD0001,08/03/2000 15:55,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.0002,0.0002,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.042,,,7901,MG/L,NITROGEN PARTICULATE,AZOTE PARTICULAIRE,P
AL06AD0001,08/03/2000 15:55,,1.72,,,7657,MG/L,NITROGEN TOTAL DISSOLVED,AZOTE TOTAL DISSOUS,P
AL06AD0001,08/03/2000 15:55,,7.75,,,10301,PH,PH,PH,P
AL06AD0001,08/03/2000 15:55,,7.9,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL06AD0001,08/03/2000 15:55,,0.034,,,15423,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.014,,,15465,MG/L,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,P
AL06AD0001,08/03/2000 15:55,,3.98,,,100434,MG/L,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,P
AL06AD0001,08/03/2000 15:55,,1,,,10501,MG/L,RESIDUE FIXED NONFILTRABLE,RÉSIDUS FIXES NON-FILTRABLES,P
AL06AD0001,08/03/2000 15:55,,2.6,,,10401,MG/L,RESIDUE NONFILTRABLE,RÉSIDUS NON-FILTRABLES,P
AL06AD0001,08/03/2000 15:55,,0.0006,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
AL06AD0001,08/03/2000 15:55,,56.6,,,100433,MG/L,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,P
AL06AD0001,08/03/2000 15:55,,847,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
AL06AD0001,08/03/2000 15:55,,0.329,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.333,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL06AD0001,08/03/2000 15:55,,43.3,,,16306,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
AL06AD0001,08/03/2000 15:55,,3.7,,,2081,NTU,TURBIDITY,TURBIDITÉ,P
AL06AD0001,08/03/2000 15:55,,2.5,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL06AD0001,08/03/2000 15:55,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL06AD0001,08/03/2000 15:55,<,0.0001,0.0001,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL06AD0001,08/03/2000 15:55,,0.002,,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL06AD0001,08/03/2000 15:55,,0.0024,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.059,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.06,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0667,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.055,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL06AD0001,26/04/2000 13:30,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,<,0.0001,0.0001,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.001,0.001,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL06AD0001,26/04/2000 13:30,<,0.0002,0.0002,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.001,0.001,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0002,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
AL06AD0001,26/04/2000 13:30,,366,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
AL06AD0001,26/04/2000 13:30,<,0.001,0.001,,100201,MG/L,COPPER DISSOLVED,CUIVRE DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0006,,,100222,MG/L,COPPER TOTAL,CUIVRE TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.054,,,100202,MG/L,IRON DISSOLVED,FER DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.509,,,100223,MG/L,IRON TOTAL,FER TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.002,0.002,,100207,MG/L,LEAD DISSOLVED,PLOMB DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0003,,,100228,MG/L,LEAD TOTAL,PLOMB TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.01,,,100203,MG/L,LITHIUM DISSOLVED,LITHIUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0135,,,100224,MG/L,LITHIUM TOTAL,LITHIUM TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.021,,,100204,MG/L,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0521,,,100225,MG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.001,,,100205,MG/L,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0006,,,100226,MG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.002,0.002,,100206,MG/L,NICKEL DISSOLVED,NICKEL DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0005,,,100227,MG/L,NICKEL TOTAL,NICKEL TOTAL,P
AL06AD0001,26/04/2000 13:30,,8.41,,,109026,PH,PH (FIELD),PH (TERRAIN),P
AL06AD0001,26/04/2000 13:30,,0.0001,,,100324,MG/L,SILVER TOTAL,ARGENT TOTAL,P
AL06AD0001,26/04/2000 13:30,,0.139,,,100208,MG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.14,,,100229,MG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
AL06AD0001,26/04/2000 13:30,,6.3,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
AL06AD0001,26/04/2000 13:30,<,0.001,0.001,,100209,MG/L,VANADIUM DISSOLVED,VANADIUM DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0004,,,100230,MG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
AL06AD0001,26/04/2000 13:30,<,0.002,0.002,,100210,MG/L,ZINC DISSOLVED,ZINC DISSOUS,P
AL06AD0001,26/04/2000 13:30,,0.0007,,,100231,MG/L,ZINC TOTAL,ZINC TOTAL,P
AL06AD0001,14/06/2000 16:35,,221,,,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
AL06AD0001,14/06/2000 16:35,<,0.02,0.02,,100195,MG/L,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,P
AL06AD0001,14/06/2000 16:35,,0.042,,,100216,MG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
AL06AD0001,14/06/2000 16:35,,0.027,,,7540,MG/L,AMMONIA DISSOLVED,AMMONIAC DISSOUS,P
AL06AD0001,14/06/2000 16:35,,0.0008,,,100250,MG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
AL06AD0001,14/06/2000 16:35,,0.071,,,100196,MG/L,BARIUM DISSOLVED,BARYUM DISSOUS,P
AL06AD0001,14/06/2000 16:35,,0.0762,,,100217,MG/L,BARIUM TOTAL,BARYUM TOTAL,P
AL06AD0001,14/06/2000 16:35,<,0.5,0.5,,100197,UG/L,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,P
AL06AD0001,14/06/2000 16:35,<,0.05,0.05,,100218,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
AL06AD0001,14/06/2000 16:35,,0.05,,,100211,MG/L,BORON DISSOLVED,BORE DISSOUS,P
AL06AD0001,14/06/2000 16:35,<,0.001,0.001,,100198,MG/L,CADMIUM DISSOLVED,CADMIUM DISSOUS,P
AL06AD0001,14/06/2000 16:35,<,0.0001,0.0001,,100219,MG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
AL06AD0001,14/06/2000 16:35,,47.9,,,20103,MG/L,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,P
AL06AD0001,14/06/2000 16:35,,9.93,,,6104,MG/L,CARBON DISSOLVED ORGANIC,CARBONE ORGANIQUE DISSOUS,P
AL06AD0001,14/06/2000 16:35,,0.382,,,6901,MG/L,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
AL06AD0001,14/06/2000 16:35,,5.2,,,17206,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
AL06AD0001,14/06/2000 16:35,,0.001,,,100200,MG/L,CHROMIUM DISSOLVED,CHROME DISSOUS,P
AL06AD0001,14/06/2000 16:35,<,0.0002,0.0002,,100221,MG/L,CHROMIUM TOTAL,CHROME TOTAL,P
AL06AD0001,14/06/2000 16:35,<,0.001,0.001,,100199,MG/L,COBALT DISSOLVED,COBALT DISSOUS,P
AL06AD0001,14/06/2000 16:35,,0.0002,,,100220,MG/L,COBALT TOTAL,COBALT TOTAL,P
AL06AD0001,14/06/2000 16:35,,20,,,2021,REL UNITS,COLOUR TRUE,COULEUR VRAIE,P
